DATAFLOW,LAST UPDATE,freq,unit,tra_meas,airp_pr,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-05,2468.2,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-06,2357.3,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-07,2308.6,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-08,2612.3,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-09,2488.2,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-10,2427.2,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-11,1834.1,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2016-12,2041.1,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-01,1797.2,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-02,1712.8,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-03,1977.8,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-04,1693.5,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-05,2148.7,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-06,2582.5,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-07,3799.4,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-08,4215,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-09,3945.6,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-10,2178,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-11,1686.7,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2017-12,1906.4,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-01,1472.6,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-02,1600.3,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-03,1825.4,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-04,1982.1,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-05,1836.8,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-06,1695.2,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-07,1393.5,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-08,1455.1,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-09,1696,
ESTAT:AVIA_GOR_NL(1.0),29/09/22 23:00:00,M,T,FRM_BRD,NL_EHAM_AE_OMAA,2018-10,1760.9,
